ds,y
2021/1/1 0:00,193358.2257
2021/1/1 0:15,185982.9721
2021/1/1 0:30,185935.4232
2021/1/1 0:45,185954.815
2021/1/1 1:00,197261.8285
2021/1/1 1:15,183567.4011
2021/1/1 1:30,181990.8932
2021/1/1 1:45,180210.4746
2021/1/1 2:00,192319.233
2021/1/1 2:15,179481.8143
2021/1/1 2:30,176839.3256
2021/1/1 2:45,175467.7349
2021/1/1 3:00,188273.4864
2021/1/1 3:15,174927.971
2021/1/1 3:30,174537.475
2021/1/1 3:45,173332.375
2021/1/1 4:00,186541.9951
2021/1/1 4:15,173181.3304
2021/1/1 4:30,173325.5235
2021/1/1 4:45,171920.8457
2021/1/1 5:00,183814.8373
2021/1/1 5:15,170767.1479
2021/1/1 5:30,169486.6888
2021/1/1 5:45,169142.5515
2021/1/1 6:00,181279.2835
2021/1/1 6:15,168286.7349
2021/1/1 6:30,167585.8444
2021/1/1 6:45,164368.3193
2021/1/1 7:00,177650.6312
2021/1/1 7:15,162737.1371
2021/1/1 7:30,162068.7125
2021/1/1 7:45,161539.6381
2021/1/1 8:00,172200.0704
2021/1/1 8:15,157047.386
2021/1/1 8:30,155999.5174
2021/1/1 8:45,158285.1835
2021/1/1 9:00,173609.6005
2021/1/1 9:15,161564.5249
2021/1/1 9:30,162832.6631
2021/1/1 9:45,165341.7156
2021/1/1 10:00,183332.0142
2021/1/1 10:15,170322.6454
2021/1/1 10:30,169758.9693
2021/1/1 10:45,169673.7021
2021/1/1 11:00,183350.5775
2021/1/1 11:15,170738.0601
2021/1/1 11:30,167787.7639
2021/1/1 11:45,166846.7162
2021/1/1 12:00,181159.1706
2021/1/1 12:15,167528.3204
2021/1/1 12:30,167030.5398
2021/1/1 12:45,167224.9982
2021/1/1 13:00,183117.3298
2021/1/1 13:15,167205.0372
2021/1/1 13:30,167725.7587
2021/1/1 13:45,168685.7063
2021/1/1 14:00,182432.7796
2021/1/1 14:15,166631.6298
2021/1/1 14:30,167128.2136
2021/1/1 14:45,166432.07
2021/1/1 15:00,182091.5585
2021/1/1 15:15,165225.8332
2021/1/1 15:30,165972.967
2021/1/1 15:45,164553.5107
2021/1/1 16:00,180948.3843
2021/1/1 16:15,166125.3349
2021/1/1 16:30,167912.1322
2021/1/1 16:45,167584.4348
2021/1/1 17:00,184507.7304
2021/1/1 17:15,168277.4666
2021/1/1 17:30,167487.1934
2021/1/1 17:45,166766.2318
2021/1/1 18:00,184007.3069
2021/1/1 18:15,169468.491
2021/1/1 18:30,169300.8208
2021/1/1 18:45,168259.0626
2021/1/1 19:00,183314.6342
2021/1/1 19:15,168691.3704
2021/1/1 19:30,168100.6211
2021/1/1 19:45,166603.7875
2021/1/1 20:00,182234.6039
2021/1/1 20:15,167855.2141
2021/1/1 20:30,165118.7407
2021/1/1 20:45,166427.143
2021/1/1 21:00,183094.1643
2021/1/1 21:15,166477.5389
2021/1/1 21:30,165807.3772
2021/1/1 21:45,164786.1775
2021/1/1 22:00,178728.3551
2021/1/1 22:15,163747.871
2021/1/1 22:30,161369.2055
2021/1/1 22:45,161312.3888
2021/1/1 23:00,172618.5848
2021/1/1 23:15,156890.094
2021/1/1 23:30,155664.6512
2021/1/1 23:45,155191.2678
2021/1/2 0:00,170454.2068
2021/1/2 0:15,159796.2121
2021/1/2 0:30,160898.2007
2021/1/2 0:45,160640.264
2021/1/2 1:00,172753.1582
2021/1/2 1:15,157693.4436
2021/1/2 1:30,156208.5615
2021/1/2 1:45,154751.44
2021/1/2 2:00,167031.5518
2021/1/2 2:15,153271.0738
2021/1/2 2:30,153650.1816
